Province,Employee Count,Categories,Year
Nunavut,810,Accommodation and food services,2020
Nunavut,682,"Administrative and support, waste management and remediation services",2020
Nunavut,93,"Arts, entertainment and recreation",2020
Nunavut,557,"Educational services",2020
Nunavut,183,Finance and insurance,2020
Nunavut,"1,091",Health care and social assistance,2020
Nunavut,92,"Management of companies and enterprises",2020
Nunavut,263,Other services (except public administration),2020
Nunavut,191,"Professional, scientific and technical services",2020
Nunavut,"6,707",Public administration,2020
Nunavut,700,Real estate and rental and leasing,2020
Nunavut,120,Unclassified businesses,2020
Ontario,349698,Accommodation and food services,2020
Ontario,344176,"Administrative and support, waste management and remediation services",2020
Ontario,84299,"Arts, entertainment and recreation",2020
Ontario,482092,"Educational services",2020
Ontario,343494,Finance and insurance,2020
Ontario,703672,Health care and social assistance,2020
Ontario,41024,"Management of companies and enterprises",2020
Ontario,168743,Other services (except public administration),2020
Ontario,418909,"Professional, scientific and technical services",2020
Ontario,416366,Public administration,2020
Ontario,100802,Real estate and rental and leasing,2020
Ontario,104002,Unclassified businesses,2020
Prince Edward Island,4587,Accommodation and food services,2020
Prince Edward Island,3674,"Administrative and support, waste management and remediation services",2020
Prince Edward Island,906,"Arts, entertainment and recreation",2020
Prince Edward Island,5357,"Educational services",2020
Prince Edward Island,1743,Finance and insurance,2020
Prince Edward Island,9338,Health care and social assistance,2020
Prince Edward Island,146,"Management of companies and enterprises",2020
Prince Edward Island,1873,Other services (except public administration),2020
Prince Edward Island,2357,"Professional, scientific and technical services",2020
Prince Edward Island,8908,Public administration,2020
Prince Edward Island,743,Real estate and rental and leasing,2020
Prince Edward Island,1089,Unclassified businesses,2020
Quebec,190104,Accommodation and food services,2020
Quebec,158420,"Administrative and support, waste management and remediation services",2020
Quebec,46415,"Arts, entertainment and recreation",2020
Quebec,313797,"Educational services",2020
Quebec,149146,Finance and insurance,2020
Quebec,500209,Health care and social assistance,2020
Quebec,22758,"Management of companies and enterprises",2020
Quebec,111296,Other services (except public administration),2020
Quebec,217886,"Professional, scientific and technical services",2020
Quebec,257470,Public administration,2020
Quebec,46784,Real estate and rental and leasing,2020
Quebec,50995,Unclassified businesses,2020
Saskatchewan,"28,348",Accommodation and food services,2020
Saskatchewan,"12,213","Administrative and support, waste management and remediation services",2020
Saskatchewan,"6,436","Arts, entertainment and recreation",2020
Saskatchewan,"42,520","Educational services",2020
Saskatchewan,"20,657",Finance and insurance,2020
Saskatchewan,"67,041",Health care and social assistance,2020
Saskatchewan,"1,915","Management of companies and enterprises",2020
Saskatchewan,"15,207",Other services (except public administration),2020
Saskatchewan,"14,683","Professional, scientific and technical services",2020
Saskatchewan,"48,944",Public administration,2020
Saskatchewan,"5,055",Real estate and rental and leasing,2020
Saskatchewan,"4,578",Unclassified businesses,2020
Yukon,"1,432",Accommodation and food services,2020
Yukon,444,"Administrative and support, waste management and remediation services",2020
Yukon,294,"Arts, entertainment and recreation",2020
Yukon,"1,483","Educational services",2020
Yukon,333,Finance and insurance,2020
Yukon,"1,436",Health care and social assistance,2020
Yukon,456,Information and cultural industries,2020
Yukon,37,"Management of companies and enterprises",2020
Yukon,538,Other services (except public administration),2020
Yukon,759,"Professional, scientific and technical services",2020
Yukon,"6,537",Public administration,2020
Yukon,273,Real estate and rental and leasing,2020
Yukon,313,Unclassified businesses,2020
Alberta,131355,Accommodation and food services,2021
Alberta,86923,"Administrative and support, waste management and remediation services",2021
Alberta,27691,"Arts, entertainment and recreation",2021
Alberta,141698,"Educational services",2021
Alberta,65107,Finance and insurance,2021
Alberta,221390,Health care and social assistance,2021
Alberta,18769,"Management of companies and enterprises",2021
Alberta,67053,Other services (except public administration),2021
Alberta,118638,"Professional, scientific and technical services",2021
Alberta,105537,Public administration,2021
Alberta,37165,Real estate and rental and leasing,2021
Alberta,32649,Unclassified businesses,2021
British Columbia,185086,Accommodation and food services,2021
British Columbia,103077,"Administrative and support, waste management and remediation services",2021
British Columbia,37458,"Arts, entertainment and recreation",2021
British Columbia,171420,"Educational services",2021
British Columbia,90821,Finance and insurance,2021
British Columbia,302417,Health care and social assistance,2021
British Columbia,19233,"Management of companies and enterprises",2021
British Columbia,73995,Other services (except public administration),2021
British Columbia,153966,"Professional, scientific and technical services",2021
British Columbia,139905,Public administration,2021
British Columbia,43783,Real estate and rental and leasing,2021
British Columbia,57139,Unclassified businesses,2021
Manitoba,"36,149",Accommodation and food services,2021
Manitoba,"22,204","Administrative and support, waste management and remediation services",2021
Manitoba,"9,405","Arts, entertainment and recreation",2021
Manitoba,"50,891","Educational services",2021
Manitoba,"31,343",Finance and insurance,2021
Manitoba,"99,604",Health care and social assistance,2021
Manitoba,"4,609","Management of companies and enterprises",2021
Manitoba,"18,013",Other services (except public administration),2021
Manitoba,"19,621","Professional, scientific and technical services",2021
Manitoba,"47,723",Public administration,2021
Manitoba,"7,953",Real estate and rental and leasing,2021
Manitoba,"10,225",Unclassified businesses,2021
New Brunswick,"21,058",Accommodation and food services,2021
New Brunswick,"15,228","Administrative and support, waste management and remediation services",2021
New Brunswick,"3,975","Arts, entertainment and recreation",2021
New Brunswick,"20,910","Educational services",2021
New Brunswick,"15,515",Finance and insurance,2021
New Brunswick,"56,194",Health care and social assistance,2021
New Brunswick,"1,322","Management of companies and enterprises",2021
New Brunswick,"8,437",Other services (except public administration),2021
New Brunswick,"13,217","Professional, scientific and technical services",2021
New Brunswick,"32,608",Public administration,2021
New Brunswick,"3,829",Real estate and rental and leasing,2021
New Brunswick,"5,514",Unclassified businesses,2021
Newfoundland and Labrador,"13,975",Accommodation and food services,2021
Newfoundland and Labrador,"6,041","Administrative and support, waste management and remediation services",2021
Newfoundland and Labrador,"1,983","Arts, entertainment and recreation",2021
Newfoundland and Labrador,"19,177","Educational services",2021
Newfoundland and Labrador,"7,274",Finance and insurance,2021
Newfoundland and Labrador,"35,820",Health care and social assistance,2021
Newfoundland and Labrador,677,"Management of companies and enterprises",2021
Newfoundland and Labrador,"5,959",Other services (except public administration),2021
Newfoundland and Labrador,"7,891","Professional, scientific and technical services",2021
Newfoundland and Labrador,"20,833",Public administration,2021
Newfoundland and Labrador,"2,091",Real estate and rental and leasing,2021
Newfoundland and Labrador,"4,944",Unclassified businesses,2021
Northwest Territories,"1,374",Accommodation and food services,2021
Northwest Territories,701,"Administrative and support, waste management and remediation services",2021
Northwest Territories,256,"Arts, entertainment and recreation",2021
Northwest Territories,"2,070","Educational services",2021
Northwest Territories,448,Finance and insurance,2021
Northwest Territories,"1,996",Health care and social assistance,2021
Northwest Territories,41,"Management of companies and enterprises",2021
Northwest Territories,941,Other services (except public administration),2021
Northwest Territories,983,"Professional, scientific and technical services",2021
Northwest Territories,"7,604",Public administration,2021
Northwest Territories,492,Real estate and rental and leasing,2021
Northwest Territories,242,Unclassified businesses,2021
Nova Scotia,"27,440",Accommodation and food services,2021
Nova Scotia,"17,798","Administrative and support, waste management and remediation services",2021
Nova Scotia,"4,501","Arts, entertainment and recreation",2021
Nova Scotia,"42,906","Educational services",2021
Nova Scotia,"17,821",Finance and insurance,2021
Nova Scotia,"69,622",Health care and social assistance,2021
Nova Scotia,"2,182","Management of companies and enterprises",2021
Nova Scotia,"11,769",Other services (except public administration),2021
Nova Scotia,"18,058","Professional, scientific and technical services",2021
Nova Scotia,"36,416",Public administration,2021
Nova Scotia,"5,392",Real estate and rental and leasing,2021
Nova Scotia,"6,360",Unclassified businesses,2021
Nunavut,757,Accommodation and food services,2021
Nunavut,712,"Administrative and support, waste management and remediation services",2021
Nunavut,92,"Arts, entertainment and recreation",2021
Nunavut,608,"Educational services",2021
Nunavut,187,Finance and insurance,2021
Nunavut,"1,102",Health care and social assistance,2021
Nunavut,138,"Management of companies and enterprises",2021
Nunavut,354,Other services (except public administration),2021
Nunavut,195,"Professional, scientific and technical services",2021
Nunavut,"7,037",Public administration,2021
Nunavut,792,Real estate and rental and leasing,2021
Nunavut,85,Unclassified businesses,2021
Ontario,370161,Accommodation and food services,2021
Ontario,360971,"Administrative and support, waste management and remediation services",2021
Ontario,80992,"Arts, entertainment and recreation",2021
Ontario,498955,"Educational services",2021
Ontario,356749,Finance and insurance,2021
Ontario,751526,Health care and social assistance,2021
Ontario,45656,"Management of companies and enterprises",2021
Ontario,172541,Other services (except public administration),2021
Ontario,455811,"Professional, scientific and technical services",2021
Ontario,433319,Public administration,2021
Ontario,104412,Real estate and rental and leasing,2021
Ontario,110385,Unclassified businesses,2021
Prince Edward Island,5488,Accommodation and food services,2021
Prince Edward Island,4653,"Administrative and support, waste management and remediation services",2021
Prince Edward Island,946,"Arts, entertainment and recreation",2021
Prince Edward Island,5749,"Educational services",2021
Prince Edward Island,1716,Finance and insurance,2021
Prince Edward Island,9500,Health care and social assistance,2021
Prince Edward Island,163,"Management of companies and enterprises",2021
Prince Edward Island,2061,Other services (except public administration),2021
Prince Edward Island,2591,"Professional, scientific and technical services",2021
Prince Edward Island,9002,Public administration,2021
Prince Edward Island,794,Real estate and rental and leasing,2021
Prince Edward Island,1263,Unclassified businesses,2021
Quebec,208148,Accommodation and food services,2021
Quebec,164636,"Administrative and support, waste management and remediation services",2021
Quebec,49926,"Arts, entertainment and recreation",2021
Quebec,328635,"Educational services",2021
Quebec,155654,Finance and insurance,2021
Quebec,532104,Health care and social assistance,2021
Quebec,23475,"Management of companies and enterprises",2021
Quebec,119113,Other services (except public administration),2021
Quebec,244451,"Professional, scientific and technical services",2021
Quebec,273288,Public administration,2021
Quebec,50061,Real estate and rental and leasing,2021
Quebec,55753,Unclassified businesses,2021
Saskatchewan,"31,221",Accommodation and food services,2021
Saskatchewan,"12,537","Administrative and support, waste management and remediation services",2021
Saskatchewan,"6,610","Arts, entertainment and recreation",2021
Saskatchewan,"45,227","Educational services",2021
Saskatchewan,"21,462",Finance and insurance,2021
Saskatchewan,"71,850",Health care and social assistance,2021
Saskatchewan,"2,224","Management of companies and enterprises",2021
Saskatchewan,"16,491",Other services (except public administration),2021
Saskatchewan,"16,346","Professional, scientific and technical services",2021
Saskatchewan,"49,480",Public administration,2021
Saskatchewan,"5,124",Real estate and rental and leasing,2021
Saskatchewan,"5,007",Unclassified businesses,2021
Yukon,"1,605",Accommodation and food services,2021
Yukon,492,"Administrative and support, waste management and remediation services",2021
Yukon,332,"Arts, entertainment and recreation",2021
Yukon,"1,552","Educational services",2021
Yukon,339,Finance and insurance,2021
Yukon,"1,596",Health care and social assistance,2021
Yukon,456,Information and cultural industries,2021
Yukon,39,"Management of companies and enterprises",2021
Yukon,559,Other services (except public administration),2021
Yukon,791,"Professional, scientific and technical services",2021
Yukon,"7,041",Public administration,2021
Yukon,292,Real estate and rental and leasing,2021
Yukon,394,Unclassified businesses,2021
Alberta,154191,Accommodation and food services,2022
Alberta,89905,"Administrative and support, waste management and remediation services",2022
Alberta,36949,"Arts, entertainment and recreation",2022
Alberta,147444,"Educational services",2022
Alberta,68269,Finance and insurance,2022
Alberta,232130,Health care and social assistance,2022
Alberta,17302,"Management of companies and enterprises",2022
Alberta,71678,Other services (except public administration),2022
Alberta,128669,"Professional, scientific and technical services",2022
Alberta,108160,Public administration,2022
Alberta,38063,Real estate and rental and leasing,2022
Alberta,44197,Unclassified businesses,2022
British Columbia,216171,Accommodation and food services,2022
British Columbia,114601,"Administrative and support, waste management and remediation services",2022
British Columbia,45854,"Arts, entertainment and recreation",2022
British Columbia,177755,"Educational services",2022
British Columbia,95171,Finance and insurance,2022
British Columbia,314026,Health care and social assistance,2022
British Columbia,20709,"Management of companies and enterprises",2022
British Columbia,78699,Other services (except public administration),2022
British Columbia,180030,"Professional, scientific and technical services",2022
British Columbia,147953,Public administration,2022
British Columbia,48829,Real estate and rental and leasing,2022
British Columbia,69329,Unclassified businesses,2022
Manitoba,"42,722",Accommodation and food services,2022
Manitoba,"21,427","Administrative and support, waste management and remediation services",2022
Manitoba,"11,756","Arts, entertainment and recreation",2022
Manitoba,"52,200","Educational services",2022
Manitoba,"33,025",Finance and insurance,2022
Manitoba,"98,782",Health care and social assistance,2022
Manitoba,"4,411","Management of companies and enterprises",2022
Manitoba,"19,387",Other services (except public administration),2022
Manitoba,"19,746","Professional, scientific and technical services",2022
Manitoba,"51,030",Public administration,2022
Manitoba,"7,910",Real estate and rental and leasing,2022
Manitoba,"11,972",Unclassified businesses,2022
New Brunswick,"23,248",Accommodation and food services,2022
New Brunswick,"14,761","Administrative and support, waste management and remediation services",2022
New Brunswick,"4,583","Arts, entertainment and recreation",2022
New Brunswick,"22,523","Educational services",2022
New Brunswick,"16,208",Finance and insurance,2022
New Brunswick,"56,884",Health care and social assistance,2022
New Brunswick,"1,110","Management of companies and enterprises",2022
New Brunswick,"8,769",Other services (except public administration),2022
New Brunswick,"14,340","Professional, scientific and technical services",2022
New Brunswick,"34,355",Public administration,2022
New Brunswick,"3,911",Real estate and rental and leasing,2022
New Brunswick,"6,169",Unclassified businesses,2022
Newfoundland and Labrador,"15,651",Accommodation and food services,2022
Newfoundland and Labrador,"6,566","Administrative and support, waste management and remediation services",2022
Newfoundland and Labrador,"2,350","Arts, entertainment and recreation",2022
Newfoundland and Labrador,"18,836","Educational services",2022
Newfoundland and Labrador,"7,447",Finance and insurance,2022
Newfoundland and Labrador,"35,913",Health care and social assistance,2022
Newfoundland and Labrador,918,"Management of companies and enterprises",2022
Newfoundland and Labrador,"6,234",Other services (except public administration),2022
Newfoundland and Labrador,"8,758","Professional, scientific and technical services",2022
Newfoundland and Labrador,"21,408",Public administration,2022
Newfoundland and Labrador,"2,174",Real estate and rental and leasing,2022
Newfoundland and Labrador,"5,383",Unclassified businesses,2022
Northwest Territories,"1,474",Accommodation and food services,2022
Northwest Territories,623,"Administrative and support, waste management and remediation services",2022
Northwest Territories,262,"Arts, entertainment and recreation",2022
Northwest Territories,"2,118","Educational services",2022
Northwest Territories,491,Finance and insurance,2022
Northwest Territories,"2,224",Health care and social assistance,2022
Northwest Territories,x,"Management of companies and enterprises",2022
Northwest Territories,893,Other services (except public administration),2022
Northwest Territories,768,"Professional, scientific and technical services",2022
Northwest Territories,"7,786",Public administration,2022
Northwest Territories,477,Real estate and rental and leasing,2022
Northwest Territories,354,Unclassified businesses,2022
Nova Scotia,"32,566",Accommodation and food services,2022
Nova Scotia,"18,037","Administrative and support, waste management and remediation services",2022
Nova Scotia,"5,127","Arts, entertainment and recreation",2022
Nova Scotia,"43,662","Educational services",2022
Nova Scotia,"18,772",Finance and insurance,2022
Nova Scotia,"70,393",Health care and social assistance,2022
Nova Scotia,"2,111","Management of companies and enterprises",2022
Nova Scotia,"12,617",Other services (except public administration),2022
Nova Scotia,"19,495","Professional, scientific and technical services",2022
Nova Scotia,"37,454",Public administration,2022
Nova Scotia,"5,663",Real estate and rental and leasing,2022
Nova Scotia,"8,003",Unclassified businesses,2022
Nunavut,851,Accommodation and food services,2022
Nunavut,698,"Administrative and support, waste management and remediation services",2022
Nunavut,109,"Arts, entertainment and recreation",2022
Nunavut,625,"Educational services",2022
Nunavut,188,Finance and insurance,2022
Nunavut,"1,172",Health care and social assistance,2022
Nunavut,192,"Management of companies and enterprises",2022
Nunavut,435,Other services (except public administration),2022
Nunavut,243,"Professional, scientific and technical services",2022
Nunavut,"6,853",Public administration,2022
Nunavut,765,Real estate and rental and leasing,2022
Nunavut,169,Unclassified businesses,2022
Ontario,454049,Accommodation and food services,2022
Ontario,377674,"Administrative and support, waste management and remediation services",2022
Ontario,108417,"Arts, entertainment and recreation",2022
Ontario,530182,"Educational services",2022
Ontario,380585,Finance and insurance,2022
Ontario,789311,Health care and social assistance,2022
Ontario,46923,"Management of companies and enterprises",2022
Ontario,193429,Other services (except public administration),2022
Ontario,508077,"Professional, scientific and technical services",2022
Ontario,453122,Public administration,2022
Ontario,116119,Real estate and rental and leasing,2022
Ontario,126563,Unclassified businesses,2022
Prince Edward Island,"6,695",Accommodation and food services,2022
Prince Edward Island,"4,856","Administrative and support, waste management and remediation services",2022
Prince Edward Island,"1,155","Arts, entertainment and recreation",2022
Prince Edward Island,"5,905","Educational services",2022
Prince Edward Island,"1,920",Finance and insurance,2022
Prince Edward Island,"9,777",Health care and social assistance,2022
Prince Edward Island,x,"Management of companies and enterprises",2022
Prince Edward Island,"2,204",Other services (except public administration),2022
Prince Edward Island,"2,702","Professional, scientific and technical services",2022
Prince Edward Island,"9,862",Public administration,2022
Prince Edward Island,841,Real estate and rental and leasing,2022
Prince Edward Island,"1,394",Unclassified businesses,2022
Quebec,251493,Accommodation and food services,2022
Quebec,166427,"Administrative and support, waste management and remediation services",2022
Quebec,59981,"Arts, entertainment and recreation",2022
Quebec,344450,"Educational services",2022
Quebec,165944,Finance and insurance,2022
Quebec,537892,Health care and social assistance,2022
Quebec,26085,"Management of companies and enterprises",2022
Quebec,126706,Other services (except public administration),2022
Quebec,267033,"Professional, scientific and technical services",2022
Quebec,282656,Public administration,2022
Quebec,53220,Real estate and rental and leasing,2022
Quebec,64770,Unclassified businesses,2022
Saskatchewan,"35,239",Accommodation and food services,2022
Saskatchewan,"13,009","Administrative and support, waste management and remediation services",2022
Saskatchewan,"8,154","Arts, entertainment and recreation",2022
Saskatchewan,"46,116","Educational services",2022
Saskatchewan,"22,346",Finance and insurance,2022
Saskatchewan,"72,694",Health care and social assistance,2022
Saskatchewan,"2,390","Management of companies and enterprises",2022
Saskatchewan,"17,170",Other services (except public administration),2022
Saskatchewan,"17,890","Professional, scientific and technical services",2022
Saskatchewan,"50,971",Public administration,2022
Saskatchewan,"5,474",Real estate and rental and leasing,2022
Saskatchewan,"5,565",Unclassified businesses,2022
Yukon,"1,733",Accommodation and food services,2022
Yukon,498,"Administrative and support, waste management and remediation services",2022
Yukon,359,"Arts, entertainment and recreation",2022
Yukon,"1,547","Educational services",2022
Yukon,341,Finance and insurance,2022
Yukon,"1,637",Health care and social assistance,2022
Yukon,426,Information and cultural industries,2022
Yukon,41,"Management of companies and enterprises",2022
Yukon,544,Other services (except public administration),2022
Yukon,814,"Professional, scientific and technical services",2022
Yukon,"7,329",Public administration,2022
Yukon,330,Real estate and rental and leasing,2022
Yukon,602,Unclassified businesses,2022
Alberta,162454,Accommodation and food services,2023
Alberta,91726,"Administrative and support, waste management and remediation services",2023
Alberta,40161,"Arts, entertainment and recreation",2023
Alberta,153692,"Educational services",2023
Alberta,71154,Finance and insurance,2023
Alberta,250188,Health care and social assistance,2023
Alberta,15572,"Management of companies and enterprises",2023
Alberta,74885,Other services (except public administration),2023
Alberta,134092,"Professional, scientific and technical services",2023
Alberta,113238,Public administration,2023
Alberta,38016,Real estate and rental and leasing,2023
Alberta,44910,Unclassified businesses,2023
British Columbia,224831,Accommodation and food services,2023
British Columbia,119270,"Administrative and support, waste management and remediation services",2023
British Columbia,50640,"Arts, entertainment and recreation",2023
British Columbia,183608,"Educational services",2023
British Columbia,96635,Finance and insurance,2023
British Columbia,332736,Health care and social assistance,2023
British Columbia,21158,"Management of companies and enterprises",2023
British Columbia,81699,Other services (except public administration),2023
British Columbia,190822,"Professional, scientific and technical services",2023
British Columbia,156696,Public administration,2023
British Columbia,49407,Real estate and rental and leasing,2023
British Columbia,70867,Unclassified businesses,2023
Manitoba,"44,101",Accommodation and food services,2023
Manitoba,"20,497","Administrative and support, waste management and remediation services",2023
Manitoba,"12,638","Arts, entertainment and recreation",2023
Manitoba,"52,921","Educational services",2023
Manitoba,"33,677",Finance and insurance,2023
Manitoba,"104,054",Health care and social assistance,2023
Manitoba,"4,071","Management of companies and enterprises",2023
Manitoba,"20,602",Other services (except public administration),2023
Manitoba,"20,191","Professional, scientific and technical services",2023
Manitoba,"52,040",Public administration,2023
Manitoba,"8,035",Real estate and rental and leasing,2023
Manitoba,"12,961",Unclassified businesses,2023
New Brunswick,"24,150",Accommodation and food services,2023
New Brunswick,"14,640","Administrative and support, waste management and remediation services",2023
New Brunswick,"4,891","Arts, entertainment and recreation",2023
New Brunswick,"23,488","Educational services",2023
New Brunswick,"16,919",Finance and insurance,2023
New Brunswick,"59,369",Health care and social assistance,2023
New Brunswick,"1,226","Management of companies and enterprises",2023
New Brunswick,"9,305",Other services (except public administration),2023
New Brunswick,"14,764","Professional, scientific and technical services",2023
New Brunswick,"35,145",Public administration,2023
New Brunswick,"4,087",Real estate and rental and leasing,2023
New Brunswick,"6,444",Unclassified businesses,2023
Newfoundland and Labrador,"15,818",Accommodation and food services,2023
Newfoundland and Labrador,"6,895","Administrative and support, waste management and remediation services",2023
Newfoundland and Labrador,"2,394","Arts, entertainment and recreation",2023
Newfoundland and Labrador,"18,876","Educational services",2023
Newfoundland and Labrador,"7,546",Finance and insurance,2023
Newfoundland and Labrador,"36,293",Health care and social assistance,2023
Newfoundland and Labrador,938,"Management of companies and enterprises",2023
Newfoundland and Labrador,"6,219",Other services (except public administration),2023
Newfoundland and Labrador,"8,917","Professional, scientific and technical services",2023
Newfoundland and Labrador,"21,155",Public administration,2023
Newfoundland and Labrador,"2,281",Real estate and rental and leasing,2023
Newfoundland and Labrador,"6,096",Unclassified businesses,2023
Northwest Territories,"1,780",Accommodation and food services,2023
Northwest Territories,615,"Administrative and support, waste management and remediation services",2023
Northwest Territories,312,"Arts, entertainment and recreation",2023
Northwest Territories,"2,190","Educational services",2023
Northwest Territories,496,Finance and insurance,2023
Northwest Territories,"2,342",Health care and social assistance,2023
Northwest Territories,77,"Management of companies and enterprises",2023
Northwest Territories,823,Other services (except public administration),2023
Northwest Territories,707,"Professional, scientific and technical services",2023
Northwest Territories,"7,847",Public administration,2023
Northwest Territories,499,Real estate and rental and leasing,2023
Northwest Territories,543,Unclassified businesses,2023
Nova Scotia,"33,861",Accommodation and food services,2023
Nova Scotia,"18,435","Administrative and support, waste management and remediation services",2023
Nova Scotia,"5,523","Arts, entertainment and recreation",2023
Nova Scotia,"45,109","Educational services",2023
Nova Scotia,"18,354",Finance and insurance,2023
Nova Scotia,"73,273",Health care and social assistance,2023
Nova Scotia,"2,227","Management of companies and enterprises",2023
Nova Scotia,"13,219",Other services (except public administration),2023
Nova Scotia,"20,271","Professional, scientific and technical services",2023
Nova Scotia,"38,878",Public administration,2023
Nova Scotia,"5,391",Real estate and rental and leasing,2023
Nova Scotia,"7,925",Unclassified businesses,2023
Nunavut,"1,029",Accommodation and food services,2023
Nunavut,840,"Administrative and support, waste management and remediation services",2023
Nunavut,106,"Arts, entertainment and recreation",2023
Nunavut,745,"Educational services",2023
Nunavut,217,Finance and insurance,2023
Nunavut,"1,235",Health care and social assistance,2023
Nunavut,218,"Management of companies and enterprises",2023
Nunavut,553,Other services (except public administration),2023
Nunavut,336,"Professional, scientific and technical services",2023
Nunavut,"6,561",Public administration,2023
Nunavut,788,Real estate and rental and leasing,2023
Nunavut,238,Unclassified businesses,2023
Ontario,480157,Accommodation and food services,2023
Ontario,378276,"Administrative and support, waste management and remediation services",2023
Ontario,118525,"Arts, entertainment and recreation",2023
Ontario,549782,"Educational services",2023
Ontario,391447,Finance and insurance,2023
Ontario,818041,Health care and social assistance,2023
Ontario,47848,"Management of companies and enterprises",2023
Ontario,201021,Other services (except public administration),2023
Ontario,531730,"Professional, scientific and technical services",2023
Ontario,476657,Public administration,2023
Ontario,120802,Real estate and rental and leasing,2023
Ontario,126545,Unclassified businesses,2023
Prince Edward Island,"7,206",Accommodation and food services,2023
Prince Edward Island,"4,453","Administrative and support, waste management and remediation services",2023
Prince Edward Island,"1,219","Arts, entertainment and recreation",2023
Prince Edward Island,"6,231","Educational services",2023
Prince Edward Island,"1,989",Finance and insurance,2023
Prince Edward Island,"9,944",Health care and social assistance,2023
Prince Edward Island,x,"Management of companies and enterprises",2023
Prince Edward Island,"2,366",Other services (except public administration),2023
Prince Edward Island,"2,912","Professional, scientific and technical services",2023
Prince Edward Island,"10,293",Public administration,2023
Prince Edward Island,x,Real estate and rental and leasing,2023
Prince Edward Island,"1,384",Unclassified businesses,2023
Quebec,270159,Accommodation and food services,2023
Quebec,166609,"Administrative and support, waste management and remediation services",2023
Quebec,65290,"Arts, entertainment and recreation",2023
Quebec,347457,"Educational services",2023
Quebec,176331,Finance and insurance,2023
Quebec,533244,Health care and social assistance,2023
Quebec,27730,"Management of companies and enterprises",2023
Quebec,133854,Other services (except public administration),2023
Quebec,274817,"Professional, scientific and technical services",2023
Quebec,291053,Public administration,2023
Quebec,54527,Real estate and rental and leasing,2023
Quebec,65473,Unclassified businesses,2023
Saskatchewan,"36,888",Accommodation and food services,2023
Saskatchewan,"13,256","Administrative and support, waste management and remediation services",2023
Saskatchewan,"8,922","Arts, entertainment and recreation",2023
Saskatchewan,"47,018","Educational services",2023
Saskatchewan,"23,096",Finance and insurance,2023
Saskatchewan,"74,154",Health care and social assistance,2023
Saskatchewan,"9,167",Information and cultural industries,2023
Saskatchewan,"2,915","Management of companies and enterprises",2023
Saskatchewan,"18,067",Other services (except public administration),2023
Saskatchewan,"18,977","Professional, scientific and technical services",2023
Saskatchewan,"52,244",Public administration,2023
Saskatchewan,"5,317",Real estate and rental and leasing,2023
Saskatchewan,"5,914",Unclassified businesses,2023
Yukon,"1,864",Accommodation and food services,2023
Yukon,527,"Administrative and support, waste management and remediation services",2023
Yukon,384,"Arts, entertainment and recreation",2023
Yukon,"1,607","Educational services",2023
Yukon,348,Finance and insurance,2023
Yukon,"1,732",Health care and social assistance,2023
Yukon,416,Information and cultural industries,2023
Yukon,x,"Management of companies and enterprises",2023
Yukon,598,Other services (except public administration),2023
Yukon,785,"Professional, scientific and technical services",2023
Yukon,"7,627",Public administration,2023
Yukon,x,Real estate and rental and leasing,2023
Yukon,611,Unclassified businesses,2023
Alberta,162273,Accommodation and food services,2024
Alberta,92983,"Administrative and support, waste management and remediation services",2024
Alberta,41526,"Arts, entertainment and recreation",2024
Alberta,158843,"Educational services",2024
Alberta,73984,Finance and insurance,2024
Alberta,262504,Health care and social assistance,2024
Alberta,15135,"Management of companies and enterprises",2024
Alberta,75339,Other services (except public administration),2024
Alberta,135651,"Professional, scientific and technical services",2024
Alberta,117804,Public administration,2024
Alberta,37698,Real estate and rental and leasing,2024
Alberta,48777,Unclassified businesses,2024
British Columbia,222286,Accommodation and food services,2024
British Columbia,118166,"Administrative and support, waste management and remediation services",2024
British Columbia,51187,"Arts, entertainment and recreation",2024
British Columbia,186070,"Educational services",2024
British Columbia,97759,Finance and insurance,2024
British Columbia,348753,Health care and social assistance,2024
British Columbia,18296,"Management of companies and enterprises",2024
British Columbia,83171,Other services (except public administration),2024
British Columbia,186193,"Professional, scientific and technical services",2024
British Columbia,164777,Public administration,2024
British Columbia,50303,Real estate and rental and leasing,2024
British Columbia,72368,Unclassified businesses,2024
Manitoba,"42,990",Accommodation and food services,2024
Manitoba,"20,005","Administrative and support, waste management and remediation services",2024
Manitoba,"13,396","Arts, entertainment and recreation",2024
Manitoba,"54,956","Educational services",2024
Manitoba,"32,119",Finance and insurance,2024
Manitoba,"104,910",Health care and social assistance,2024
Manitoba,"4,002","Management of companies and enterprises",2024
Manitoba,"21,167",Other services (except public administration),2024
Manitoba,"20,107","Professional, scientific and technical services",2024
Manitoba,"52,773",Public administration,2024
Manitoba,"8,184",Real estate and rental and leasing,2024
Manitoba,"12,791",Unclassified businesses,2024
New Brunswick,"23,673",Accommodation and food services,2024
New Brunswick,"11,936","Administrative and support, waste management and remediation services",2024
New Brunswick,"5,067","Arts, entertainment and recreation",2024
New Brunswick,"23,054","Educational services",2024
New Brunswick,"17,323",Finance and insurance,2024
New Brunswick,"62,744",Health care and social assistance,2024
New Brunswick,"1,088","Management of companies and enterprises",2024
New Brunswick,"9,371",Other services (except public administration),2024
New Brunswick,"14,500","Professional, scientific and technical services",2024
New Brunswick,"37,331",Public administration,2024
New Brunswick,"4,362",Real estate and rental and leasing,2024
New Brunswick,"7,056",Unclassified businesses,2024
